,InvoiceDate,Quantity
9694,2011-01-09 05:00:00,0
9695,2011-01-09 06:00:00,0
9696,2011-01-09 07:00:00,0
9697,2011-01-09 08:00:00,0
9698,2011-01-09 09:00:00,0
9699,2011-01-09 10:00:00,1485
9700,2011-01-09 11:00:00,1999
9701,2011-01-09 12:00:00,1058
9702,2011-01-09 13:00:00,642
9703,2011-01-09 14:00:00,1105
9704,2011-01-09 15:00:00,751
9705,2011-01-09 16:00:00,34
9706,2011-01-09 17:00:00,0
9707,2011-01-09 18:00:00,0
9708,2011-01-09 19:00:00,0
9709,2011-01-09 20:00:00,0
9710,2011-01-09 21:00:00,0
9711,2011-01-09 22:00:00,0
9712,2011-01-09 23:00:00,0
9713,2011-01-10 00:00:00,0
9714,2011-01-10 01:00:00,0
9715,2011-01-10 02:00:00,0
9716,2011-01-10 03:00:00,0
9717,2011-01-10 04:00:00,0
9718,2011-01-10 05:00:00,0
9719,2011-01-10 06:00:00,0
9720,2011-01-10 07:00:00,0
9721,2011-01-10 08:00:00,0
9722,2011-01-10 09:00:00,2019
9723,2011-01-10 10:00:00,-2244
9724,2011-01-10 11:00:00,1545
9725,2011-01-10 12:00:00,-114
9726,2011-01-10 13:00:00,94
9727,2011-01-10 14:00:00,3418
9728,2011-01-10 15:00:00,443
9729,2011-01-10 16:00:00,1324
9730,2011-01-10 17:00:00,124
9731,2011-01-10 18:00:00,0
9732,2011-01-10 19:00:00,0
9733,2011-01-10 20:00:00,0
9734,2011-01-10 21:00:00,0
9735,2011-01-10 22:00:00,0
9736,2011-01-10 23:00:00,0
9737,2011-01-11 00:00:00,0
9738,2011-01-11 01:00:00,0
9739,2011-01-11 02:00:00,0
9740,2011-01-11 03:00:00,0
9741,2011-01-11 04:00:00,0
9742,2011-01-11 05:00:00,0
9743,2011-01-11 06:00:00,0
9744,2011-01-11 07:00:00,0
9745,2011-01-11 08:00:00,5394
9746,2011-01-11 09:00:00,3812
9747,2011-01-11 10:00:00,1174
9748,2011-01-11 11:00:00,198
9749,2011-01-11 12:00:00,9188
9750,2011-01-11 13:00:00,1246
9751,2011-01-11 14:00:00,2415
9752,2011-01-11 15:00:00,244
9753,2011-01-11 16:00:00,-57
9754,2011-01-11 17:00:00,-8
9755,2011-01-11 18:00:00,0
9756,2011-01-11 19:00:00,0
9757,2011-01-11 20:00:00,0
9758,2011-01-11 21:00:00,0
9759,2011-01-11 22:00:00,0
9760,2011-01-11 23:00:00,0
9761,2011-01-12 00:00:00,0
9762,2011-01-12 01:00:00,0
9763,2011-01-12 02:00:00,0
9764,2011-01-12 03:00:00,0
9765,2011-01-12 04:00:00,0
9766,2011-01-12 05:00:00,0
9767,2011-01-12 06:00:00,0
9768,2011-01-12 07:00:00,0
9769,2011-01-12 08:00:00,0
9770,2011-01-12 09:00:00,1261
9771,2011-01-12 10:00:00,932
9772,2011-01-12 11:00:00,1857
9773,2011-01-12 12:00:00,664
9774,2011-01-12 13:00:00,930
9775,2011-01-12 14:00:00,157
9776,2011-01-12 15:00:00,1997
9777,2011-01-12 16:00:00,571
9778,2011-01-12 17:00:00,0
9779,2011-01-12 18:00:00,0
9780,2011-01-12 19:00:00,0
9781,2011-01-12 20:00:00,0
9782,2011-01-12 21:00:00,0
9783,2011-01-12 22:00:00,0
9784,2011-01-12 23:00:00,0
9785,2011-01-13 00:00:00,0
9786,2011-01-13 01:00:00,0
9787,2011-01-13 02:00:00,0
9788,2011-01-13 03:00:00,0
9789,2011-01-13 04:00:00,0
9790,2011-01-13 05:00:00,0
9791,2011-01-13 06:00:00,0
9792,2011-01-13 07:00:00,0
9793,2011-01-13 08:00:00,0
9794,2011-01-13 09:00:00,1754
9795,2011-01-13 10:00:00,1948
9796,2011-01-13 11:00:00,463
9797,2011-01-13 12:00:00,1574
9798,2011-01-13 13:00:00,294
9799,2011-01-13 14:00:00,2182
9800,2011-01-13 15:00:00,681
9801,2011-01-13 16:00:00,0
9802,2011-01-13 17:00:00,-2
9803,2011-01-13 18:00:00,0
9804,2011-01-13 19:00:00,0
9805,2011-01-13 20:00:00,0
9806,2011-01-13 21:00:00,0
9807,2011-01-13 22:00:00,0
9808,2011-01-13 23:00:00,0
9809,2011-01-14 00:00:00,0
9810,2011-01-14 01:00:00,0
9811,2011-01-14 02:00:00,0
9812,2011-01-14 03:00:00,0
9813,2011-01-14 04:00:00,0
9814,2011-01-14 05:00:00,0
9815,2011-01-14 06:00:00,0
9816,2011-01-14 07:00:00,0
9817,2011-01-14 08:00:00,76
9818,2011-01-14 09:00:00,293
9819,2011-01-14 10:00:00,1405
9820,2011-01-14 11:00:00,391
9821,2011-01-14 12:00:00,574
9822,2011-01-14 13:00:00,1734
9823,2011-01-14 14:00:00,2041
9824,2011-01-14 15:00:00,116
9825,2011-01-14 16:00:00,22
9826,2011-01-14 17:00:00,-10
9827,2011-01-14 18:00:00,0
9828,2011-01-14 19:00:00,0
9829,2011-01-14 20:00:00,0
9830,2011-01-14 21:00:00,0
9831,2011-01-14 22:00:00,0
9832,2011-01-14 23:00:00,0
9833,2011-01-15 00:00:00,0
9834,2011-01-15 01:00:00,0
9835,2011-01-15 02:00:00,0
9836,2011-01-15 03:00:00,0
9837,2011-01-15 04:00:00,0
9838,2011-01-15 05:00:00,0
9839,2011-01-15 06:00:00,0
9840,2011-01-15 07:00:00,0
9841,2011-01-15 08:00:00,0
9842,2011-01-15 09:00:00,0
9843,2011-01-15 10:00:00,0
9844,2011-01-15 11:00:00,0
9845,2011-01-15 12:00:00,0
9846,2011-01-15 13:00:00,0
9847,2011-01-15 14:00:00,0
9848,2011-01-15 15:00:00,0
9849,2011-01-15 16:00:00,0
9850,2011-01-15 17:00:00,0
9851,2011-01-15 18:00:00,0
9852,2011-01-15 19:00:00,0
9853,2011-01-15 20:00:00,0
9854,2011-01-15 21:00:00,0
9855,2011-01-15 22:00:00,0
9856,2011-01-15 23:00:00,0
9857,2011-01-16 00:00:00,0
9858,2011-01-16 01:00:00,0
9859,2011-01-16 02:00:00,0
9860,2011-01-16 03:00:00,0
9861,2011-01-16 04:00:00,0
9862,2011-01-16 05:00:00,0
9863,2011-01-16 06:00:00,0
9864,2011-01-16 07:00:00,0
9865,2011-01-16 08:00:00,0
9866,2011-01-16 09:00:00,0
9867,2011-01-16 10:00:00,610
9868,2011-01-16 11:00:00,208
9869,2011-01-16 12:00:00,774
9870,2011-01-16 13:00:00,555
9871,2011-01-16 14:00:00,346
9872,2011-01-16 15:00:00,457
9873,2011-01-16 16:00:00,1231
9874,2011-01-16 17:00:00,0
9875,2011-01-16 18:00:00,0
9876,2011-01-16 19:00:00,0
9877,2011-01-16 20:00:00,0
9878,2011-01-16 21:00:00,0
9879,2011-01-16 22:00:00,0
9880,2011-01-16 23:00:00,0
9881,2011-01-17 00:00:00,0
9882,2011-01-17 01:00:00,0
9883,2011-01-17 02:00:00,0
9884,2011-01-17 03:00:00,0
9885,2011-01-17 04:00:00,0
9886,2011-01-17 05:00:00,0
9887,2011-01-17 06:00:00,0
9888,2011-01-17 07:00:00,0
9889,2011-01-17 08:00:00,0
9890,2011-01-17 09:00:00,0
9891,2011-01-17 10:00:00,116
9892,2011-01-17 11:00:00,1650
9893,2011-01-17 12:00:00,862
9894,2011-01-17 13:00:00,1902
9895,2011-01-17 14:00:00,915
9896,2011-01-17 15:00:00,848
9897,2011-01-17 16:00:00,939
9898,2011-01-17 17:00:00,4629
9899,2011-01-17 18:00:00,0
9900,2011-01-17 19:00:00,0
9901,2011-01-17 20:00:00,0
9902,2011-01-17 21:00:00,0
9903,2011-01-17 22:00:00,0
9904,2011-01-17 23:00:00,0
9905,2011-01-18 00:00:00,0
9906,2011-01-18 01:00:00,0
9907,2011-01-18 02:00:00,0
9908,2011-01-18 03:00:00,0
9909,2011-01-18 04:00:00,0
9910,2011-01-18 05:00:00,0
9911,2011-01-18 06:00:00,0
9912,2011-01-18 07:00:00,0
9913,2011-01-18 08:00:00,261
9914,2011-01-18 09:00:00,278
9915,2011-01-18 10:00:00,354
9916,2011-01-18 11:00:00,1548
9917,2011-01-18 12:00:00,246
9918,2011-01-18 13:00:00,1106
9919,2011-01-18 14:00:00,55
9920,2011-01-18 15:00:00,1224
9921,2011-01-18 16:00:00,383
9922,2011-01-18 17:00:00,587
9923,2011-01-18 18:00:00,0
9924,2011-01-18 19:00:00,0
9925,2011-01-18 20:00:00,0
9926,2011-01-18 21:00:00,0
9927,2011-01-18 22:00:00,0
9928,2011-01-18 23:00:00,0
9929,2011-01-19 00:00:00,0
9930,2011-01-19 01:00:00,0
9931,2011-01-19 02:00:00,0
9932,2011-01-19 03:00:00,0
9933,2011-01-19 04:00:00,0
9934,2011-01-19 05:00:00,0
9935,2011-01-19 06:00:00,0
9936,2011-01-19 07:00:00,0
9937,2011-01-19 08:00:00,0
9938,2011-01-19 09:00:00,204
9939,2011-01-19 10:00:00,748
9940,2011-01-19 11:00:00,1744
9941,2011-01-19 12:00:00,361
9942,2011-01-19 13:00:00,541
9943,2011-01-19 14:00:00,986
9944,2011-01-19 15:00:00,1616
9945,2011-01-19 16:00:00,1036
9946,2011-01-19 17:00:00,269
9947,2011-01-19 18:00:00,0
9948,2011-01-19 19:00:00,0
9949,2011-01-19 20:00:00,0
9950,2011-01-19 21:00:00,0
9951,2011-01-19 22:00:00,0
9952,2011-01-19 23:00:00,0
9953,2011-01-20 00:00:00,0
9954,2011-01-20 01:00:00,0
9955,2011-01-20 02:00:00,0
9956,2011-01-20 03:00:00,0
9957,2011-01-20 04:00:00,0
9958,2011-01-20 05:00:00,0
9959,2011-01-20 06:00:00,0
9960,2011-01-20 07:00:00,0
9961,2011-01-20 08:00:00,0
9962,2011-01-20 09:00:00,117
9963,2011-01-20 10:00:00,473
9964,2011-01-20 11:00:00,302
9965,2011-01-20 12:00:00,871
9966,2011-01-20 13:00:00,207
9967,2011-01-20 14:00:00,467
9968,2011-01-20 15:00:00,381
9969,2011-01-20 16:00:00,1
9970,2011-01-20 17:00:00,-35
9971,2011-01-20 18:00:00,1936
9972,2011-01-20 19:00:00,146
9973,2011-01-20 20:00:00,0
9974,2011-01-20 21:00:00,0
9975,2011-01-20 22:00:00,0
9976,2011-01-20 23:00:00,0
9977,2011-01-21 00:00:00,0
9978,2011-01-21 01:00:00,0
9979,2011-01-21 02:00:00,0
9980,2011-01-21 03:00:00,0
9981,2011-01-21 04:00:00,0
9982,2011-01-21 05:00:00,0
9983,2011-01-21 06:00:00,0
9984,2011-01-21 07:00:00,0
9985,2011-01-21 08:00:00,0
9986,2011-01-21 09:00:00,563
9987,2011-01-21 10:00:00,318
9988,2011-01-21 11:00:00,357
9989,2011-01-21 12:00:00,0
9990,2011-01-21 13:00:00,2342
9991,2011-01-21 14:00:00,792
9992,2011-01-21 15:00:00,1360
9993,2011-01-21 16:00:00,-23
9994,2011-01-21 17:00:00,1879
9995,2011-01-21 18:00:00,0
9996,2011-01-21 19:00:00,0
9997,2011-01-21 20:00:00,0
9998,2011-01-21 21:00:00,0
9999,2011-01-21 22:00:00,0
10000,2011-01-21 23:00:00,0
10001,2011-01-22 00:00:00,0
10002,2011-01-22 01:00:00,0
10003,2011-01-22 02:00:00,0
10004,2011-01-22 03:00:00,0
10005,2011-01-22 04:00:00,0
10006,2011-01-22 05:00:00,0
10007,2011-01-22 06:00:00,0
10008,2011-01-22 07:00:00,0
10009,2011-01-22 08:00:00,0
10010,2011-01-22 09:00:00,0
10011,2011-01-22 10:00:00,0
10012,2011-01-22 11:00:00,0
10013,2011-01-22 12:00:00,0
10014,2011-01-22 13:00:00,0
10015,2011-01-22 14:00:00,0
10016,2011-01-22 15:00:00,0
10017,2011-01-22 16:00:00,0
10018,2011-01-22 17:00:00,0
10019,2011-01-22 18:00:00,0
10020,2011-01-22 19:00:00,0
10021,2011-01-22 20:00:00,0
10022,2011-01-22 21:00:00,0
10023,2011-01-22 22:00:00,0
10024,2011-01-22 23:00:00,0
10025,2011-01-23 00:00:00,0
10026,2011-01-23 01:00:00,0
10027,2011-01-23 02:00:00,0
10028,2011-01-23 03:00:00,0
10029,2011-01-23 04:00:00,0
10030,2011-01-23 05:00:00,0
10031,2011-01-23 06:00:00,0
10032,2011-01-23 07:00:00,0
10033,2011-01-23 08:00:00,0
10034,2011-01-23 09:00:00,0
10035,2011-01-23 10:00:00,518
10036,2011-01-23 11:00:00,282
10037,2011-01-23 12:00:00,1053
10038,2011-01-23 13:00:00,727
10039,2011-01-23 14:00:00,449
10040,2011-01-23 15:00:00,655
10041,2011-01-23 16:00:00,1203
10042,2011-01-23 17:00:00,0
10043,2011-01-23 18:00:00,0
10044,2011-01-23 19:00:00,0
10045,2011-01-23 20:00:00,0
10046,2011-01-23 21:00:00,0
10047,2011-01-23 22:00:00,0
10048,2011-01-23 23:00:00,0
10049,2011-01-24 00:00:00,0
10050,2011-01-24 01:00:00,0
10051,2011-01-24 02:00:00,0
10052,2011-01-24 03:00:00,0
10053,2011-01-24 04:00:00,0
10054,2011-01-24 05:00:00,0
10055,2011-01-24 06:00:00,0
10056,2011-01-24 07:00:00,0
10057,2011-01-24 08:00:00,100
10058,2011-01-24 09:00:00,1127
10059,2011-01-24 10:00:00,1862
10060,2011-01-24 11:00:00,1073
10061,2011-01-24 12:00:00,606
10062,2011-01-24 13:00:00,2389
10063,2011-01-24 14:00:00,743
10064,2011-01-24 15:00:00,378
10065,2011-01-24 16:00:00,135
10066,2011-01-24 17:00:00,0
10067,2011-01-24 18:00:00,0
10068,2011-01-24 19:00:00,0
10069,2011-01-24 20:00:00,0
10070,2011-01-24 21:00:00,0
10071,2011-01-24 22:00:00,0
10072,2011-01-24 23:00:00,0
10073,2011-01-25 00:00:00,0
10074,2011-01-25 01:00:00,0
10075,2011-01-25 02:00:00,0
10076,2011-01-25 03:00:00,0
10077,2011-01-25 04:00:00,0
10078,2011-01-25 05:00:00,0
10079,2011-01-25 06:00:00,0
10080,2011-01-25 07:00:00,0
10081,2011-01-25 08:00:00,229
10082,2011-01-25 09:00:00,92
10083,2011-01-25 10:00:00,2420
10084,2011-01-25 11:00:00,2173
10085,2011-01-25 12:00:00,1824
10086,2011-01-25 13:00:00,2380
10087,2011-01-25 14:00:00,1396
10088,2011-01-25 15:00:00,360
10089,2011-01-25 16:00:00,40
10090,2011-01-25 17:00:00,-694
10091,2011-01-25 18:00:00,0
10092,2011-01-25 19:00:00,0
10093,2011-01-25 20:00:00,0
10094,2011-01-25 21:00:00,0
10095,2011-01-25 22:00:00,0
10096,2011-01-25 23:00:00,0
10097,2011-01-26 00:00:00,0
10098,2011-01-26 01:00:00,0
10099,2011-01-26 02:00:00,0
10100,2011-01-26 03:00:00,0
10101,2011-01-26 04:00:00,0
10102,2011-01-26 05:00:00,0
10103,2011-01-26 06:00:00,0
10104,2011-01-26 07:00:00,0
10105,2011-01-26 08:00:00,128
10106,2011-01-26 09:00:00,267
10107,2011-01-26 10:00:00,736
10108,2011-01-26 11:00:00,3496
10109,2011-01-26 12:00:00,886
10110,2011-01-26 13:00:00,1358
10111,2011-01-26 14:00:00,192
10112,2011-01-26 15:00:00,346
10113,2011-01-26 16:00:00,646
10114,2011-01-26 17:00:00,253
10115,2011-01-26 18:00:00,0
10116,2011-01-26 19:00:00,0
10117,2011-01-26 20:00:00,0
10118,2011-01-26 21:00:00,0
10119,2011-01-26 22:00:00,0
10120,2011-01-26 23:00:00,0
10121,2011-01-27 00:00:00,0
10122,2011-01-27 01:00:00,0
10123,2011-01-27 02:00:00,0
10124,2011-01-27 03:00:00,0
10125,2011-01-27 04:00:00,0
10126,2011-01-27 05:00:00,0
10127,2011-01-27 06:00:00,0
10128,2011-01-27 07:00:00,0
10129,2011-01-27 08:00:00,420
10130,2011-01-27 09:00:00,449
10131,2011-01-27 10:00:00,1210
10132,2011-01-27 11:00:00,411
10133,2011-01-27 12:00:00,1056
10134,2011-01-27 13:00:00,1934
10135,2011-01-27 14:00:00,588
10136,2011-01-27 15:00:00,2030
10137,2011-01-27 16:00:00,855
10138,2011-01-27 17:00:00,-129
10139,2011-01-27 18:00:00,168
10140,2011-01-27 19:00:00,59
10141,2011-01-27 20:00:00,0
10142,2011-01-27 21:00:00,0
10143,2011-01-27 22:00:00,0
10144,2011-01-27 23:00:00,0
10145,2011-01-28 00:00:00,0
10146,2011-01-28 01:00:00,0
10147,2011-01-28 02:00:00,0
10148,2011-01-28 03:00:00,0
10149,2011-01-28 04:00:00,0
10150,2011-01-28 05:00:00,0
10151,2011-01-28 06:00:00,0
10152,2011-01-28 07:00:00,0
10153,2011-01-28 08:00:00,0
10154,2011-01-28 09:00:00,51
10155,2011-01-28 10:00:00,627
10156,2011-01-28 11:00:00,617
10157,2011-01-28 12:00:00,10057
10158,2011-01-28 13:00:00,1074
10159,2011-01-28 14:00:00,786
10160,2011-01-28 15:00:00,358
10161,2011-01-28 16:00:00,76
10162,2011-01-28 17:00:00,1
10163,2011-01-28 18:00:00,0
10164,2011-01-28 19:00:00,0
10165,2011-01-28 20:00:00,0
10166,2011-01-28 21:00:00,0
10167,2011-01-28 22:00:00,0
10168,2011-01-28 23:00:00,0
10169,2011-01-29 00:00:00,0
10170,2011-01-29 01:00:00,0
10171,2011-01-29 02:00:00,0
10172,2011-01-29 03:00:00,0
10173,2011-01-29 04:00:00,0
10174,2011-01-29 05:00:00,0
10175,2011-01-29 06:00:00,0
10176,2011-01-29 07:00:00,0
10177,2011-01-29 08:00:00,0
10178,2011-01-29 09:00:00,0
10179,2011-01-29 10:00:00,0
10180,2011-01-29 11:00:00,0
10181,2011-01-29 12:00:00,0
10182,2011-01-29 13:00:00,0
10183,2011-01-29 14:00:00,0
10184,2011-01-29 15:00:00,0
10185,2011-01-29 16:00:00,0
10186,2011-01-29 17:00:00,0
10187,2011-01-29 18:00:00,0
10188,2011-01-29 19:00:00,0
10189,2011-01-29 20:00:00,0
10190,2011-01-29 21:00:00,0
10191,2011-01-29 22:00:00,0
10192,2011-01-29 23:00:00,0
10193,2011-01-30 00:00:00,0
10194,2011-01-30 01:00:00,0
10195,2011-01-30 02:00:00,0
10196,2011-01-30 03:00:00,0
10197,2011-01-30 04:00:00,0
10198,2011-01-30 05:00:00,0
10199,2011-01-30 06:00:00,0
10200,2011-01-30 07:00:00,0
10201,2011-01-30 08:00:00,0
10202,2011-01-30 09:00:00,0
10203,2011-01-30 10:00:00,248
10204,2011-01-30 11:00:00,291
10205,2011-01-30 12:00:00,253
10206,2011-01-30 13:00:00,406
10207,2011-01-30 14:00:00,1281
10208,2011-01-30 15:00:00,888
10209,2011-01-30 16:00:00,0
10210,2011-01-30 17:00:00,0
10211,2011-01-30 18:00:00,0
10212,2011-01-30 19:00:00,0
10213,2011-01-30 20:00:00,0
10214,2011-01-30 21:00:00,0
10215,2011-01-30 22:00:00,0
10216,2011-01-30 23:00:00,0
10217,2011-01-31 00:00:00,0
10218,2011-01-31 01:00:00,0
10219,2011-01-31 02:00:00,0
10220,2011-01-31 03:00:00,0
10221,2011-01-31 04:00:00,0
10222,2011-01-31 05:00:00,0
10223,2011-01-31 06:00:00,0
10224,2011-01-31 07:00:00,0
10225,2011-01-31 08:00:00,204
10226,2011-01-31 09:00:00,1027
10227,2011-01-31 10:00:00,294
10228,2011-01-31 11:00:00,566
10229,2011-01-31 12:00:00,2624
10230,2011-01-31 13:00:00,1545
10231,2011-01-31 14:00:00,773
10232,2011-01-31 15:00:00,993
10233,2011-01-31 16:00:00,142
10234,2011-01-31 17:00:00,0
10235,2011-01-31 18:00:00,0
10236,2011-01-31 19:00:00,0
10237,2011-01-31 20:00:00,0
10238,2011-01-31 21:00:00,0
10239,2011-01-31 22:00:00,0
10240,2011-01-31 23:00:00,0
10241,2011-02-01 00:00:00,0
10242,2011-02-01 01:00:00,0
10243,2011-02-01 02:00:00,0
10244,2011-02-01 03:00:00,0
10245,2011-02-01 04:00:00,0
10246,2011-02-01 05:00:00,0
10247,2011-02-01 06:00:00,0
10248,2011-02-01 07:00:00,0
10249,2011-02-01 08:00:00,258
10250,2011-02-01 09:00:00,593
10251,2011-02-01 10:00:00,4714
10252,2011-02-01 11:00:00,1738
10253,2011-02-01 12:00:00,1356
10254,2011-02-01 13:00:00,3196
10255,2011-02-01 14:00:00,421
10256,2011-02-01 15:00:00,565
10257,2011-02-01 16:00:00,462
10258,2011-02-01 17:00:00,0
10259,2011-02-01 18:00:00,0
10260,2011-02-01 19:00:00,0
10261,2011-02-01 20:00:00,0
10262,2011-02-01 21:00:00,0
10263,2011-02-01 22:00:00,0
10264,2011-02-01 23:00:00,0
10265,2011-02-02 00:00:00,0
10266,2011-02-02 01:00:00,0
